ItemNumber,ItemTitle,ChangeSource,Location,StockChangeDateTime,ChangeQTY,ChangeValue
"840g5-UF","840g5-UF","PO Faulty Stock Adjustment delivered 5 arturas@drmem.com","Default","15/05/2025 11:32:45","5","571.752755"
"5300-UF","5300-UF","PO Faulty Stock Adjustment delivered 1 arturas@drmem.com","Default","15/05/2025 11:32:45","1","80"
"1030G2-UF","1030G2-UF","PO Faulty Stock Adjustment delivered 3 arturas@drmem.com","Default","15/05/2025 11:32:45","3","554.25"
"7410-UF","7410-UF","PO Faulty Stock Adjustment delivered 1 arturas@drmem.com","Default","15/05/2025 11:32:46","1","97.77"
"7400-UF","7400-UF","PO Faulty Stock Adjustment delivered 2 arturas@drmem.com","Default","15/05/2025 11:32:46","2","213.312312"
"7390-UF","7390-UF","PO Faulty Stock Adjustment delivered 1 arturas@drmem.com","Default","15/05/2025 11:32:46","1","85.09"
"7300-UF","7300-UF","PO Faulty Stock Adjustment delivered 1 arturas@drmem.com","Default","15/05/2025 11:32:46","1","78"
"5481-UF","5481-UF","PO Faulty Stock Adjustment delivered 1 arturas@drmem.com","Default","15/05/2025 11:32:46","1","86.1"
"5420-UF","5420-UF","PO Faulty Stock Adjustment delivered 3 arturas@drmem.com","Default","15/05/2025 11:32:46","3","383.595642"
"5370-UF","5370-UF","PO Faulty Stock Adjustment delivered 1 arturas@drmem.com","Default","15/05/2025 11:32:46","1","95.445"
"zbook 15 g3-UF","zbook 15","Reset Stock Item Level Username : arturas@drmem.com","Default","15/05/2025 11:32:53","2","366.716142"
"zbook 15 g3-UF","zbook 15","Reset Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:32:53","0","0"
"Dragonfly-UF","Dragonfly-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-113.52"
"5470-UF","5470-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-4","-255.88"
"840g4-UF","840g4-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-5","-475"
"3500-UF","3500-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-95.985942"
"1030G2-UF","1030G2-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-9","-1662.75"
"7300-UF","7300-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-3","-238"
"5420-UF","5420-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-4","-511.460856"
"zbook 15 g3-UF","zbook 15","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-2","-366.716142"
"5480-UF","5480-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-90.466765"
"7410-UF","7410-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-97.77"
"840g6-UF","840g6-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-23","-2183.66"
"5370-UF","5370-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-95.445"
"735g6-UF","735g6-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-86.0959"
"7400-UF","7400-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-3","-319.968468"
"5300-UF","5300-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-3","-240"
"X270-UF","X270-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-79"
"820G3-UF","820G3-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-64.5719"
"7490-UF","7490-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-2","-169.42"
"7480-UF","7480-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-4","-354.665642"
"5400-UF","5400-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-9","-666.58"
"5270-UF","5270-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-77.2754091999996"
"830g8-UF","830g8-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-125"
"440G5-UF","440G5-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-94.29"
"830G5-UF","830G5-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-12","-431.074085538462"
"7420-UF","7420-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-98"
"840G8-UF","840G8-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-2","-296.923076923077"
"T480s-UF","T480s-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-140.285985621212"
"5481-UF","5481-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-86.1"
"T480-UF","T480-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-3","-294.105"
"5410-UF","5410-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-6","-555.8475"
"5280-UF","5280-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-74.995214"
"7390-UF","7390-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-85.09"
"640G5-UF","640G5-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-114.715"
"450G6-UF","450G6-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-60"
"7310-UF","7310-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-95"
"5590-UF","5590-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-2","-200.048571673469"
"830G6-UF","830G6-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-60","-6641.19705882353"
"5580-UF","5580-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-75.46"
"7280-UF","7280-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-63.6399999999997"
"5401-UF","5401-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-2","-234.770429533333"
"840G7-UF","840G7-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-8","-1015.71279999999"
"440g8-UF","440g8-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-2","-243.519999999999"
"840g3-UF","840g3-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-4","-300.72"
"3490-UF","3490-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-5","-489.216665"
"845G7-UF","845G7-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-2","-221.0625"
"430g8-UF","430g8-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-130"
"840g5-UF","840g5-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-21","-2234.376061"
"15UG3-UF","Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD Z BOOK 15UG3","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-107.6199"
"CF-54-UF","CF-54-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-4","-319.4"
"640G3-UF","640G3-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Default","15/05/2025 11:33:18","-1","-94.285"
"5480-UF","5480-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5401-UF","5401-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7310-UF","7310-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5481-UF","5481-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7420-UF","7420-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"15UG3-UF","Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD Z BOOK 15UG3","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"640G5-UF","640G5-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"640G3-UF","640G3-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"Dragonfly-UF","Dragonfly-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7410-UF","7410-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5280-UF","5280-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5590-UF","5590-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"735g6-UF","735g6-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"430g8-UF","430g8-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5300-UF","5300-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5370-UF","5370-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"3490-UF","3490-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"440g8-UF","440g8-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"830g8-UF","830g8-UF","Added to transfer WT99615052025102128. Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"Dragonfly-UF","Dragonfly-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"640G3-UF","640G3-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7480-UF","7480-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5470-UF","5470-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7420-UF","7420-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5400-UF","5400-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5280-UF","5280-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"830g8-UF","830g8-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5480-UF","5480-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"840g5-UF","840g5-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"840g4-UF","840g4-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7410-UF","7410-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5270-UF","5270-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5481-UF","5481-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5300-UF","5300-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7400-UF","7400-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"820G3-UF","820G3-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7280-UF","7280-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"T480s-UF","T480s-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"840G8-UF","840G8-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"735g6-UF","735g6-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5370-UF","5370-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5420-UF","5420-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7300-UF","7300-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"1030G2-UF","1030G2-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7390-UF","7390-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"840g6-UF","840g6-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7490-UF","7490-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"T480-UF","T480-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"3500-UF","3500-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"440G5-UF","440G5-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"440g8-UF","440g8-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"7310-UF","7310-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"830G5-UF","830G5-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"640G5-UF","640G5-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5401-UF","5401-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"830G6-UF","830G6-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5590-UF","5590-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5410-UF","5410-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"840g3-UF","840g3-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"450G6-UF","450G6-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"840G7-UF","840G7-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"5580-UF","5580-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"X270-UF","X270-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"3490-UF","3490-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"845G7-UF","845G7-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"430g8-UF","430g8-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"zbook 15 g3-UF","zbook 15","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"15UG3-UF","Laptop i7-6th cpu 15 Inch 16GB RAM 256GB SSD Z BOOK 15UG3","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"CF-54-UF","CF-54-UF","Adjust Stock Item Due Level Username : arturas@drmem.com","Sharjah Warehouse1","15/05/2025 11:33:18","0","0"
"E-SAL-LAP","GRADE E LAPTOPS  6TH+ GEN INCOMPLETE","Order 580221 ref: D1505255402","Default","15/05/2025 11:54:15","-86","-646.60441751172"
"LX4GDDR3S1600U","[LAPTOP,DDR3,PC3-12800 (DDR3-1600),4GB (1x4GB),LX4GDDR3S1600U]","Order 580212 ref: D1505251847","Default","15/05/2025 11:59:36","-30","-14.6236065110371"
"DPD-UK","DPD ExpressPak - Next Day for 404369","Order 580212 ref: D1505251847","Default","15/05/2025 11:59:36","-1","0"
"E-SAL-LAP","GRADE E LAPTOPS  6TH+ GEN INCOMPLETE","Order 580222 ref: D1505255858","Default","15/05/2025 12:00:36","-41","-308.264896720702"
"D-SAL-LAP","GRADE D LAPTOPS  6TH+ GEN COMPLETE","Order 580222 ref: D1505255858","Default","15/05/2025 12:00:36","-32","-726.540504455799"
"APPLE-128GB-G3","Apple 128GB G3 SSD 90-100% Health","Order 580177 ref: D1405251316","Sharjah","15/05/2025 12:48:21","-20","-50.7614213197967"
"HX256GSSDM2-U","256GB M.2 SSD 90-100% Health","Order 580147 ref: D1405251813","Sharjah","15/05/2025 12:48:31","-60","-455.477800025597"
"HX512GSSDM2-U","512GB M.2 SSD 90-100% Health","Order 580119 ref: D1405250325","Sharjah","15/05/2025 12:48:55","-20","-306.428369230769"
"A520M","AMD Motherboard","PO PO-4767 delivered 50 arturas@drmem.com","Gaming PC & Laptops","15/05/2025 12:49:21","50","1723"
"HX240GSSDSATA3-U","240GB 2.5"" SATA SSD 90-100% Health","Order 580087 ref: D1305253147","Sharjah","15/05/2025 12:49:26","-3","-19.9713240418118"
"DX8GDDR3-U","Desktop Memory Ram 8GB DDR3","SCRAPPED BY alfred@drmem.com","Default","15/05/2025 12:54:10","-1061","-2060.54558923956"
"DX8GDDR3U1600U","[DESKTOP,DDR3,PC3-12800 (DDR3-1600),8GB (1x8GB),DX8GDDR3U1600U]","PO PO-XUM-080525, new item added to PO UserName: alfred@drmem.com","Default","15/05/2025 12:54:43","0","0"
"DX8GDDR3LU1600U","[DESKTOP,DDR3L,PC3L-12800 (DDR3L-1600),8GB (1x8GB),DX8GDDR3LU1600U]","PO PO-XUM-080525, new item added to PO UserName: alfred@drmem.com","Default","15/05/2025 12:54:43","0","0"
"DX8GDDR3U1066U","[DESKTOP,DDR3,PC3-8500 (DDR3-1066),8GB (1x8GB),DX8GDDR3U1333U]","PO PO-XUM-080525, new item added to PO UserName: alfred@drmem.com","Default","15/05/2025 12:54:43","0","0"
"DX8GDDR3U1333U","[DESKTOP,DDR3,PC3-10600 (DDR3-1333),8GB (1x8GB),DX8GDDR3U1333U]","PO PO-XUM-080525, new item added to PO UserName: alfred@drmem.com","Default","15/05/2025 12:54:43","0","0"
"DX8GDDR3LU1866U","[DESKTOP,DDR3L,PC3L-14900 (DDR3L-1866),8GB (1x8GB),DX8GDDR3LU1866U]","PO PO-XUM-080525, new item added to PO UserName: alfred@drmem.com","Default","15/05/2025 12:54:43","0","0"
"DX8GDDR3U1600U","[DESKTOP,DDR3,PC3-12800 (DDR3-1600),8GB (1x8GB),DX8GDDR3U1600U]","PO PO-XUM-080525 delivered 793 alfred@drmem.com","Default","15/05/2025 12:54:51","793","1540.06944"
"DX8GDDR3LU1600U","[DESKTOP,DDR3L,PC3L-12800 (DDR3L-1600),8GB (1x8GB),DX8GDDR3LU1600U]","PO PO-XUM-080525 delivered 245 alfred@drmem.com","Default","15/05/2025 12:54:52","245","475.8096"
"DX8GDDR3U1066U","[DESKTOP,DDR3,PC3-8500 (DDR3-1066),8GB (1x8GB),DX8GDDR3U1333U]","PO PO-XUM-080525 delivered 5 alfred@drmem.com","Default","15/05/2025 12:54:52","5","9.7104"
"DX8GDDR3U1333U","[DESKTOP,DDR3,PC3-10600 (DDR3-1333),8GB (1x8GB),DX8GDDR3U1333U]","PO PO-XUM-080525 delivered 8 alfred@drmem.com","Default","15/05/2025 12:54:52","8","15.53664"
"DX8GDDR3LU1866U","[DESKTOP,DDR3L,PC3L-14900 (DDR3L-1866),8GB (1x8GB),DX8GDDR3LU1866U]","PO PO-XUM-080525 delivered 10 alfred@drmem.com","Default","15/05/2025 12:54:52","10","19.4208"
"LM51013D256G16R Surface Go","HP Surface Laptop Go / i5-1035G1 / 16GB / 256GB","Added to transfer WT11015052025125314. Username : nour@drmem.com","Default","15/05/2025 12:56:42","-2","-140"
"LM51013D256G16R Surface Go","HP Surface Laptop Go / i5-1035G1 / 16GB / 256GB","Added to transfer WT11015052025125314. Username : nour@drmem.com","UK Shop","15/05/2025 12:56:42","0","0"
"LM51013D256G16R Surface Go","HP Surface Laptop Go / i5-1035G1 / 16GB / 256GB","Adjust Stock Item Due Level Username : nour@drmem.com","UK Shop","15/05/2025 12:56:42","0","0"
"Mixed-Tablets","Mixed Tablets for processing","Added to transfer WT11015052025125314. Username : nour@drmem.com","Default","15/05/2025 12:57:03","-32","-171.380732385322"
"Mixed-Tablets","Mixed Tablets for processing","Added to transfer WT11015052025125314. Username : nour@drmem.com","UK Shop","15/05/2025 12:57:03","0","0"
"Mixed-Tablets","Mixed Tablets for processing","Adjust Stock Item Due Level Username : nour@drmem.com","UK Shop","15/05/2025 12:57:03","0","0"
"SX4GDDR4-U 1RX8","IC on board Server Memory Ram 4GB DDR4 1RX8","PO PO-4660 to OPEN. Due 30 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"DX8GDDR4-U","Desktop Memory Ram 8GB DDR4","PO PO-4660 to OPEN. Due 324 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"i5-2500","Intel Processor i5-2500","PO PO-4660 to OPEN. Due 12 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"i7-920","Intel Processor i7-920","PO PO-4660 to OPEN. Due 2 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"DX4GDDR3-UF","IC on board Desktop Memory Ram 4GB DDR3","PO PO-4660 to OPEN. Due 354 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"i5-3470","Intel Processor i5-3470","PO PO-4660 to OPEN. Due 132 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"DX4GDDR4E-U","Desktop Memory Ram 4GB DDR3 ECC","PO PO-4660 to OPEN. Due 64 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"i3-4160","Intel Processor i3-4160","PO PO-4660 to OPEN. Due 41 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"DX16GDDR4-U","Desktop Memory Ram 16GB DDR4","PO PO-4660 to OPEN. Due 250 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"LX8GDDR4-UF","IC on board Laptop Memory Ram 8GB DDR4","PO PO-4660 to OPEN. Due 63 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"LX4GDDR4-U","Laptop Memory Ram 4GB DDR4","PO PO-4660 to OPEN. Due 420 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"i3-2100","i3-2100 CPU","PO PO-4660 to OPEN. Due 35 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"SX16GDDR4-U","Server Memory Ram 16GB DDR4","PO PO-4660 to OPEN. Due 692 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"SX8GDDR3-U","Server Memory Ram 8GB DDR3","PO PO-4660 to OPEN. Due 610 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"DX4GDDR3-U","Desktop Memory Ram 4GB DDR3","PO PO-4660 to OPEN. Due 805 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"LX16GDDR4-U","Laptop Memory Ram 16GB DDR4","PO PO-4660 to OPEN. Due 215 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"I5-6400","Intel Processor i5-6400","PO PO-4660 to OPEN. Due 51 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"I5-2320","Intel Processor i5-2320","PO PO-4660 to OPEN. Due 71 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"SX16GDDR4-UF","IC on board Server Memory Ram 16GB DDR4 2RX4","PO PO-4660 to OPEN. Due 20 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"DX4GDDR3E-U 1RX8","Desktop Memory Ram 4GB DDR3 ECC 1RX8","PO PO-4660 to OPEN. Due 119 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"i3-4170","Intel Processor i3-4170","PO PO-4660 to OPEN. Due 14 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"SX16GDDR3-U","Server Memory Ram 16GB DDR3","PO PO-4660 to OPEN. Due 1051 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"SX4GDDR3-U 1rx8","IC on board Server Memory Ram 4GB DDR3 1RX8","PO PO-4660 to OPEN. Due 52 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"DX4GDDR4-U","Desktop Memory Ram 4GB DDR4","PO PO-4660 to OPEN. Due 170 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"I5-4590","Intel Processor i5-4590","PO PO-4660 to OPEN. Due 102 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
"DX4GDDR4-U","Desktop Memory Ram 4GB DDR4","PO PO-4660 to OPEN. Due 175 UserName: account@drmem.com","Default","15/05/2025 13:00:46","0","0"
