SKU,Location,StockLevel,StockValue,DateTime,ChangeSource,Note
DX8GDDR4EP2133U,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -8.881784197001249e-16, Corrected value: 0.0"
DX8GDDR4ET2400U,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -1.77635683940025e-15, Corrected value: 0.0"
DX8GDDR4P2133,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -1163.99999999999, Corrected value: 0.0"
DX8GDDR4P2133,UK-Reballing,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: 1164.00000000067, Corrected value: 0.0"
DX8GDDR4P2133U,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -1.7735146684572097e-11, Corrected value: 0.0"
DX8GDDR4P2133U-HYN,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -1.27897692436818e-12, Corrected value: 0.0"
DX8GDDR4P2133U-KING,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -8.38440428196918e-13, Corrected value: 0.0"
DX8GDDR4P2133U-MIC,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -1.4210854715202e-12, Corrected value: 0.0"
DX8GDDR4P2133U-SAM,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -4.973799150320699e-13, Corrected value: 0.0"
DX8GDDR4T2400U-HYN,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -5.25801624462474e-13, Corrected value: 0.0"
DX8GDDR4T2400U-KING,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -6.21724893790088e-14, Corrected value: 0.0"
DX8GDDR4T2400U-MIC,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -7.38964445190504e-13, Corrected value: 0.0"
DX8GDDR4V2666U-HYN,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -9.2370555648813e-14, Corrected value: 0.0"
DX8GDDR4V2666U-KING,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -6.21724893790088e-14, Corrected value: 0.0"
DX8GDDR4V2666U-MIC,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -1.2434497875801799e-13, Corrected value: 0.0"
E-SAL-LAP,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -3270.0, Corrected value: 0.0"
F-SAL-LAP,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -132.0, Corrected value: 0.0"
F4-2400C15D-16GVR,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -3.10862446895044e-14, Corrected value: 0.0"
G-SAL-LAP,Default,0.0,0.0,2025-05-16 11:00:29,Imported from file,"Import corrected - Original value: -558.0, Corrected value: 0.0"
HA2160-7,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -3.5527136788005e-15, Corrected value: 0.0"
HA2160-9,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -1.0658141036401501e-14, Corrected value: 0.0"
HA2160-9SE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -1.99840144432528e-15, Corrected value: 0.0"
HA2160-9WD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -6.2172489379008806e-15, Corrected value: 0.0"
HA21TB-7,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -4.83169060316868e-13, Corrected value: 0.0"
HA21TB-7SE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -5.11590769747272e-13, Corrected value: 0.0"
HA21TB-7WD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -3.12638803734444e-13, Corrected value: 0.0"
HA21TB-9,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -9.094947017729279e-12, Corrected value: 0.0"
HA21TB-9SE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -4.54747350886464e-13, Corrected value: 0.0"
HA21TB-9WD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -4.83169060316868e-13, Corrected value: 0.0"
HA2500-15,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -5.32907051820075e-14, Corrected value: 0.0"
HA2500-15WD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -4.44089209850063e-14, Corrected value: 0.0"
HA2500-7-SE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -2.1316282072803e-14, Corrected value: 0.0"
HA2500-7SE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -8.5265128291212e-14, Corrected value: 0.0"
HA2500-7WD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -1.13686837721616e-13, Corrected value: 0.0"
HA2500-9,Sharjah,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -2.8194335754960798e-11, Corrected value: 0.0"
HA2500-9,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -2.72848410531878e-12, Corrected value: 0.0"
HA2500-9SE,Sharjah,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -6.91215973347425e-11, Corrected value: 0.0"
HA2500-9SE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -8.5265128291212e-14, Corrected value: 0.0"
HA2500-9WD,Sharjah,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -1.98951966012828e-13, Corrected value: 0.0"
HA2500-9WD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -2.1316282072803e-14, Corrected value: 0.0"
HA2750-7,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -1.5543122344752201e-15, Corrected value: 0.0"
HA2750-9,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -7.105427357600999e-14, Corrected value: 0.0"
HA2750-9SE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -4.9737991503207e-14, Corrected value: 0.0"
HA2750-9WD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -7.105427357600999e-14, Corrected value: 0.0"
HA31.5TB,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -5.6843418860808e-14, Corrected value: 0.0"
HA31.5TBSE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -3.97903932025656e-13, Corrected value: 0.0"
HA31.5TBWD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -6.25277607468888e-13, Corrected value: 0.0"
HA31TB,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -9.09494701772928e-13, Corrected value: 0.0"
HA31TBSE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -1.45519152283669e-11, Corrected value: 0.0"
HA31TBWD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -1.81898940354586e-12, Corrected value: 0.0"
HA32TB,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -5.4569682106375694e-12, Corrected value: 0.0"
HA32TBSE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -2.72848410531878e-12, Corrected value: 0.0"
HA32TBWD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -2.72848410531878e-12, Corrected value: 0.0"
HA34TB,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -3.41060513164848e-13, Corrected value: 0.0"
HA34TBSE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -9.09494701772928e-13, Corrected value: 0.0"
HA34TBWD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -8.5265128291212e-14, Corrected value: 0.0"
HA3500,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -3.41060513164848e-13, Corrected value: 0.0"
HA3500SE,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -7.95807864051312e-13, Corrected value: 0.0"
HA3500WD,Default,0.0,0.0,2025-05-16 11:00:33,Imported from file,"Import corrected - Original value: -9.09494701772928e-13, Corrected value: 0.0"
HX1TSSDM2PCIE-U,Gaming PC & Laptops,0.0,0.0,2025-05-16 11:00:36,Imported from file,"Import corrected - Original value: 5.6843418860808e-14, Corrected value: 0.0"
HX1TSSDM2PCIE-U,Default,0.0,0.0,2025-05-16 11:00:36,Imported from file,"Import corrected - Original value: 5.6843418860808e-14, Corrected value: 0.0"
HX421C14FB2K2/16,Default,0.0,0.0,2025-05-16 11:00:36,Imported from file,"Import corrected - Original value: -3.10862446895044e-14, Corrected value: 0.0"
HX424C15FB2K4/32,Default,0.0,0.0,2025-05-16 11:00:36,Imported from file,"Import corrected - Original value: -6.21724893790088e-14, Corrected value: 0.0"
HX424C15FBK4/32,Default,0.0,0.0,2025-05-16 11:00:36,Imported from file,"Import corrected - Original value: -6.21724893790088e-14, Corrected value: 0.0"
HX426C16FB3/16,Default,0.0,0.0,2025-05-16 11:00:36,Imported from file,"Import corrected - Original value: -1.0658141036401501e-14, Corrected value: 0.0"
HX428C14SB2K8/64,Default,0.0,0.0,2025-05-16 11:00:36,Imported from file,"Import corrected - Original value: -1.64845914696343e-12, Corrected value: 0.0"
HX436C18FB4K4/64,Default,0.0,0.0,2025-05-16 11:00:36,Imported from file,"Import corrected - Original value: -1.0658141036401501e-14, Corrected value: 0.0"
HX512GSSDSATA3-U,Default,0.0,0.0,2025-05-16 11:00:36,Imported from file,"Import corrected - Original value: -5.684341886080799e-13, Corrected value: 0.0"
KF32C16BBK2/16,Default,0.0,0.0,2025-05-16 11:00:39,Imported from file,"Import corrected - Original value: -3.10862446895044e-14, Corrected value: 0.0"
KF436C16RB1K2/32,Default,0.0,0.0,2025-05-16 11:00:39,Imported from file,"Import corrected - Original value: -1.0658141036401501e-14, Corrected value: 0.0"
LAPTOP-SCREEN-HIGH,Default,0.0,0.0,2025-05-16 11:00:43,Imported from file,"Import corrected - Original value: -1611.0, Corrected value: 0.0"
LAPTOP-SCREEN-LOW,Default,0.0,0.0,2025-05-16 11:00:43,Imported from file,"Import corrected - Original value: -2364.0, Corrected value: 0.0"
LAPTOP-SCREEN-TOUCH,Default,0.0,0.0,2025-05-16 11:00:43,Imported from file,"Import corrected - Original value: -620.0, Corrected value: 0.0"
LMKUFG68AHFHD-32A,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.0658141036401501e-14, Corrected value: 0.0"
LX16GDDR4-U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -4.54747350886464e-13, Corrected value: 0.0"
LX16GDDR4T2400U-HYN,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -7.105427357601e-15, Corrected value: 0.0"
LX4GDDR3-U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -2.2737367544323198e-12, Corrected value: 0.0"
LX4GDDR3LS1600U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -2.27373675443232e-13, Corrected value: 0.0"
LX4GDDR3LS1866U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.77635683940025e-14, Corrected value: 0.0"
LX4GDDR3S1600U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -3.5527136788004997e-14, Corrected value: 0.0"
LX4GDDR4-U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -4.54747350886464e-13, Corrected value: 0.0"
LX4GDDR4-U,Sharjah,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -3.69482222595252e-13, Corrected value: 0.0"
LX4GDDR4AA3200U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.684341886080799e-13, Corrected value: 0.0"
LX4GDDR4AA3200U,Sharjah,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -4.08562073062058e-14, Corrected value: 0.0"
LX4GDDR4AA3200U-HYN,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.6843418860808e-14, Corrected value: 0.0"
LX4GDDR4AA3200U-KING,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.6843418860808e-14, Corrected value: 0.0"
LX4GDDR4AA3200U-MIC,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.6843418860808e-14, Corrected value: 0.0"
LX4GDDR4AA3200U-SAM,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -8.88178419700125e-15, Corrected value: 0.0"
LX4GDDR4P2133U,Sharjah,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -4.08562073062058e-14, Corrected value: 0.0"
LX4GDDR4P2133U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.13686837721616e-13, Corrected value: 0.0"
LX4GDDR4P2133U-HYN,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.6843418860808e-14, Corrected value: 0.0"
LX4GDDR4P2133U-SAM,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.6843418860808e-14, Corrected value: 0.0"
LX4GDDR4T2400U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.70530256582424e-13, Corrected value: 0.0"
LX4GDDR4T2400U-HYN,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.6843418860808e-14, Corrected value: 0.0"
LX4GDDR4T2400U-SAM,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.6843418860808e-14, Corrected value: 0.0"
LX4GDDR4V2666U,Sharjah,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.96855898038484e-13, Corrected value: 0.0"
LX4GDDR4V2666U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -2.27373675443232e-13, Corrected value: 0.0"
LX4GDDR4V2666U-SAM,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -4.44089209850063e-15, Corrected value: 0.0"
LX8GDDR3-U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.1368683772161599e-12, Corrected value: 0.0"
LX8GDDR3LS1333U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -3.5527136788004997e-14, Corrected value: 0.0"
LX8GDDR3S1600U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -7.105427357600999e-14, Corrected value: 0.0"
LX8GDDR3S1866U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715202e-14, Corrected value: 0.0"
LX8GDDR4-U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.4569682106375694e-12, Corrected value: 0.0"
LX8GDDR4AA3200U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.684341886080799e-13, Corrected value: 0.0"
LX8GDDR4AA3200U-HYN,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4AA3200U-MIC,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4AA3200U-SAM,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4P2133U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -2.2737367544323198e-12, Corrected value: 0.0"
LX8GDDR4P2133U-HYN,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4P2133U-MIC,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4T2400U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.4569682106375694e-12, Corrected value: 0.0"
LX8GDDR4T2400U-HYN,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4T2400U-KING,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4T2400U-MIC,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4T2400U-SAM,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4V2666U,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -3.6379788070917097e-12, Corrected value: 0.0"
LX8GDDR4V2666U-HYN,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4V2666U-KING,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4V2666U-MIC,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
LX8GDDR4V2666U-SAM,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -1.4210854715201999e-13, Corrected value: 0.0"
MTFDDAK512TBN,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -5.684341886080799e-13, Corrected value: 0.0"
Mixed-Motherboard-High End,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: -4708.0, Corrected value: 0.0"
P1TBHDD,Default,0.0,0.0,2025-05-16 11:00:45,Imported from file,"Import corrected - Original value: 40.0, Corrected value: 0.0"
SX16GDDR3-U,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -2.50111042987555e-12, Corrected value: 0.0"
SX16GDDR3-U 4RX8,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -6.75015598972095e-14, Corrected value: 0.0"
SX16GDDR3-U PQL,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -3.6379788070917097e-12, Corrected value: 0.0"
SX16GDDR3-U QH0|QDE,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -6.366462912410499e-12, Corrected value: 0.0"
SX16GDDR3-UF,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -6.66133814775094e-16, Corrected value: 0.0"
SX16GDDR3-UF LP,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -2.77555756156289e-16, Corrected value: 0.0"
SX16GDDR3LR1066U,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -5.32907051820075e-14, Corrected value: 0.0"
SX16GDDR3R1600U,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -2.8421709430404e-14, Corrected value: 0.0"
SX16GDDR4-U,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -7.73070496506989e-12, Corrected value: 0.0"
SX16GDDR4-U 1RX4,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -2.0463630789890897e-12, Corrected value: 0.0"
SX64GDDR4-U,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -5.22959453519434e-12, Corrected value: 0.0"
SX64GDDR4-U 4RX4,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -4.5474735088646396e-12, Corrected value: 0.0"
SX64GDDR4-UF,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -2.70006239588838e-13, Corrected value: 0.0"
SX64GDDR4-UF 4RX4,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -7.38964445190504e-13, Corrected value: 0.0"
SX8GDDR3-U,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -5.4569682106375694e-12, Corrected value: 0.0"
SX8GDDR3-U 1RX4,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -1.25055521493778e-12, Corrected value: 0.0"
SX8GDDR3-U 2RX8,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -4.54747350886464e-13, Corrected value: 0.0"
SX8GDDR3LR1333U,Default,0.0,0.0,2025-05-16 11:00:52,Imported from file,"Import corrected - Original value: -4.2632564145606e-14, Corrected value: 0.0"
Scrap-Servers,Default,0.0,0.0,2025-05-16 11:54:55,"PO PO-4740, new item added to PO UserName: kris@drmem.com",PO Operation
misc,Default,2.0,0.0,2025-05-16 11:54:55,"PO PO-4740, new item added to PO UserName: kris@drmem.com",PO Operation
Scrap-Servers,Default,449.0,449.0,2025-05-16 11:55:03,PO PO-4740 delivered 449 kris@drmem.com,PO Operation
HA3160,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA31TB,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA31TBSE,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3250,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3250SE,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA32TB,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA32TBSE,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3320,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA33TB,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA34TB,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3500,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3500SE,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA380,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA380SE,Default,0.0,0.0,2025-05-16 12:08:03,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA31TBWD,Default,0.0,0.0,2025-05-16 12:08:04,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA32TBWD,Default,0.0,0.0,2025-05-16 12:08:04,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3500WD,Default,0.0,0.0,2025-05-16 12:08:04,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HX1.92TSSDSATA3-U,Default,0.0,0.0,2025-05-16 12:11:14,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HX1.92TSSDSATA3-UF,Default,0.0,0.0,2025-05-16 12:11:14,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HX512GSSDSATA3-U-70,Default,0.0,0.0,2025-05-16 12:11:14,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA21TB-9-UF,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA21TB-9SE,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA2250-9,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA2320,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA2320-9-90,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA2500-15,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA2500-9,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA2500-9-90,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3160-90,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA31TBSE,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3250-90,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3750-90,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA380-90,Default,0.0,0.0,2025-05-16 12:20:42,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3160-80,Default,0.0,0.0,2025-05-16 12:20:43,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3160-UF,Default,0.0,0.0,2025-05-16 12:20:43,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA31TB-UF,Default,0.0,0.0,2025-05-16 12:20:43,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA32TB-80,Default,0.0,0.0,2025-05-16 12:20:43,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA32TB-90,Default,0.0,-0.628287999999998,2025-05-16 12:20:43,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA32TB-UF,Default,0.0,8.881784197001249e-16,2025-05-16 12:20:43,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA33TB-UF,Default,0.0,0.0,2025-05-16 12:20:43,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
HA3500-80,Default,0.0,0.0,2025-05-16 12:20:43,"PO PO-4744, new item added to PO UserName: muhammad@drmem.com",PO Operation
