ItemNumber,Location,FinalStockLevel,FinalStockValue,PurchasePrice
L58C15D8R256S 650G4-C,Default,0.0,0.0,103.2689486
L58C15D8R256S 650G4-D,Default,0.0,0.0,0.0
L58C15D8R256S 650G4-E,Default,0.0,0.0,0.0
L58C15D8R256S 650g4-UF,Default,0.0,0.0,0.0
L58C15D8R256S 650G4-Ungraded,Default,0.0,0.0,103.2689486
L58C15D8R256S 650G5,Default,0.0,0.0,111.5788464
L58C15D8R256S 650G5-B,Default,0.0,0.0,111.5788464
L58C15D8R256S 650G5-C,Default,0.0,0.0,111.5788464
L58C15D8R256S 650G5-D,Default,0.0,0.0,0.0
L58C15D8R256S 650G5-E,Default,0.0,0.0,0.0
L58C15D8R256S 650G5-UF,Default,0.0,0.0,0.0
L58C15D8R256S 650G5-Ungraded,Default,0.0,0.0,111.5788464
L58C15D8R256S 850 g6,Default,0.0,0.0,105.89
L58C15D8R256S 850 g6-B,Default,0.0,0.0,105.89
L58C15D8R256S 850 g6-C,Default,0.0,0.0,105.89
L58C15D8R256S 850 g6-D,Default,0.0,0.0,0.0
L58C15D8R256S 850 g6-E,Default,0.0,0.0,0.0
L58C15D8R256S 850 g6-UF,Default,0.0,0.0,0.0
L58C15D8R256S 850 g6-Ungraded,Default,0.0,0.0,105.89
L58C15D8R256S 850G3,Default,0.0,0.0,58.125
L58C15D8R256S 850G3-B,Default,0.0,0.0,58.125
L58C15D8R256S 850G3-C,Default,0.0,0.0,58.125
L58C15D8R256S 850G3-D,Default,0.0,0.0,0.0
L58C15D8R256S 850G3-E,Default,0.0,0.0,0.0
L58C15D8R256S 850G3-UF,Default,0.0,0.0,0.0
L58C15D8R256S 850G3-Ungraded,Default,0.0,0.0,58.125
L58C15D8R256S E580,Default,0.0,0.0,87.08
L58C15D8R256S E580,UK Shop,1.0,87.08,87.08
L58C15D8R256S E580-B,Default,0.0,0.0,87.08
L58C15D8R256S E580-C,Default,0.0,0.0,87.08
L58C15D8R256S E580-D,Default,0.0,0.0,0.0
L58C15D8R256S E580-E,Default,0.0,0.0,0.0
L58C15D8R256S E580-UF,Default,0.0,0.0,87.07521432
L58C15D8R256S E580-UF,Sharjah Warehouse1,1.0,65.0,65.0
L58C15D8R256S E580-Ungraded,Default,0.0,0.0,87.08
L58C15D8R256S10W 430 G6,Default,0.0,0.0,0.0
L58C15D8R256S10W 5480,Default,0.0,0.0,0.0
L58C15D8R256S10W 5590,Default,0.0,0.0,0.0
L58C15D8R256S11W 3500,Default,0.0,0.0,0.0
L58C15D8R256S11W 3580,Default,0.0,0.0,0.0
L58C15D8R256S11W 450G5,Default,0.0,0.0,0.0
L58C15D8R256S11W 5500,Default,0.0,0.0,0.0
L58C15D8R256S11W 5590-B,Default,0.0,0.0,0.0
L58C15D8R256S11W 650G4,Default,0.0,0.0,0.0
L58C15D8R256S11W 650G5,Default,0.0,0.0,0.0
L58C15D8R512S 5580,Default,0.0,0.0,0.0
L58C15D8R512S 5580-B,Default,0.0,0.0,0.0
L58C15D8R512S 5580-C,Default,0.0,0.0,0.0
L58C15D8R512S 5580-D,Default,0.0,0.0,0.0
L58C15D8R512S 5580-E,Default,0.0,0.0,0.0
L58C15D8R512S 5580-UF,Default,0.0,0.0,0.0
L58C15D8R512S 5580-Ungraded,Default,0.0,0.0,0.0
L58C15DCLEV,Default,0.0,0.0,0.0
L58C15DFB,Default,0.0,0.0,0.0
L58C15DFD,Default,0.0,0.0,0.0
L58C15DFK,Default,0.0,0.0,0.0
L58C15DFL,Default,0.0,0.0,0.0
L58C15DHP,Default,0.0,0.0,0.0
L58C15DHP256G16G 450G6,Default,0.0,0.0,81.22
L58C15DHP-450G6,Default,0.0,0.0,0.0
L58C16D,Default,0.0,0.0,0.0
L58C16DFB,Default,0.0,0.0,0.0
L58C16DFD,Default,0.0,0.0,0.0
L58C16DFK,Default,0.0,0.0,0.0
L58C16DFL,Default,0.0,0.0,0.0
L58C16R128S Dell,Default,0.0,0.0,0.0
L58C16R128S HP,Default,0.0,0.0,0.0
L58C16R128S Lenovo,Default,0.0,0.0,0.0
L58C16R256S Dell,Default,0.0,0.0,0.0
L58C16R256S Dell,Gaming PC & Laptops,8.0,0.0,0.0
L58C16R256S HP,Default,0.0,0.0,0.0
L58C16R256S HP,Gaming PC & Laptops,8.0,0.0,0.0
L58C16R256S Lenovo,Default,0.0,0.0,0.0
L58C16R256S Lenovo,Gaming PC & Laptops,8.0,0.0,0.0
L58C16R256S11W 5490,Default,0.0,0.0,0.0
L58C16R256S11W 7390,Default,0.0,0.0,0.0
L58C16R256S11W 7490,Default,0.0,0.0,0.0
L58C16R256S11W 840g6,Default,46.0,0.0,0.0
L58C16R256S11W T480,Default,0.0,0.0,0.0
L58C16R256S11W T480s,Default,0.0,0.0,0.0
L58C16R512S Dell,Default,0.0,0.0,0.0
L58C16R512S Dell,Gaming PC & Laptops,8.0,0.0,0.0
L58C16R512S HP,Default,0.0,0.0,0.0
L58C16R512S HP,Gaming PC & Laptops,8.0,0.0,0.0
L58C16R512S Lenovo,Default,0.0,0.0,0.0
L58C16R512S Lenovo,Gaming PC & Laptops,8.0,0.0,0.0
L58C16R512S11W 5400,Default,2.0,0.0,0.0
L58C16R512S11W 5490,Default,0.0,0.0,0.0
L58C16R512S11W T480s,Default,0.0,0.0,0.0
L58C17D,Default,0.0,0.0,0.0
L58C17DFB,Default,0.0,0.0,0.0
L58C17DFD,Default,0.0,0.0,0.0
L58C17DFK,Default,0.0,0.0,0.0
L58C17DFL,Default,0.0,0.0,0.0
L58C18D,Default,0.0,0.0,0.0
L58C18D8R256S Yoga 380,Default,0.0,0.0,74.75749
L58C18D8R256S Yoga 380-B,Default,0.0,0.0,74.75749
L58C18D8R256S Yoga 380-C,Default,0.0,0.0,74.75749
L58C18D8R256S Yoga 380-D,Default,0.0,0.0,0.0
L58C18D8R256S Yoga 380-E,Default,0.0,0.0,0.0
L58C18D8R256S Yoga 380-UF,Default,0.0,0.0,0.0
L58C18D8R256S Yoga 380-Ungraded,Default,0.0,0.0,74.75749
L58C18D8R256S11W Yoga 380,Default,0.0,0.0,0.0
L58C18DFB,Default,0.0,0.0,0.0
L58C18DFD,Default,0.0,0.0,0.0
L58C18DFK,Default,0.0,0.0,0.0
L58C18DFL,Default,0.0,0.0,0.0
L58C19D,Default,0.0,0.0,0.0
L58C19DFB,Default,0.0,0.0,0.0
L58C19DFD,Default,0.0,0.0,0.0
L58C19DFK,Default,0.0,0.0,0.0
L58C19DFL,Default,0.0,0.0,0.0
L58C20D,Default,0.0,0.0,0.0
L58C20DFB,Default,0.0,0.0,0.0
L58C20DFD,Default,0.0,0.0,0.0
L58C20DFK,Default,0.0,0.0,0.0
L58C20DFL,Default,0.0,0.0,0.0
L58C32R128S Dell,Default,0.0,0.0,0.0
L58C32R128S HP,Default,0.0,0.0,0.0
L58C32R128S Lenovo,Default,0.0,0.0,0.0
L58C32R256S Dell,Default,0.0,0.0,0.0
L58C32R256S HP,Default,0.0,0.0,0.0
L58C32R256S Lenovo,Default,0.0,0.0,0.0
L58C32R512S Dell,Default,0.0,0.0,0.0
L58C32R512S HP,Default,0.0,0.0,0.0
L58C32R512S Lenovo,Default,0.0,0.0,0.0
L58C8R128S Dell,Default,0.0,0.0,0.0
L58C8R128S HP,Default,0.0,0.0,0.0
L58C8R128S Lenovo,Default,0.0,0.0,0.0
L58C8R256S Dell,Default,0.0,0.0,0.0
L58C8R256S Dell,Gaming PC & Laptops,8.0,0.0,0.0
L58C8R256S HP,Default,0.0,0.0,0.0
L58C8R256S HP,Gaming PC & Laptops,8.0,0.0,0.0
L58C8R256S Lenovo,Default,0.0,0.0,0.0
L58C8R256S Lenovo,Gaming PC & Laptops,8.0,0.0,0.0
L58C8R256S11W 5590,Default,0.0,0.0,0.0
L58C8R256S11W 7290,Default,0.0,0.0,0.0
L58C8R256S11W 840g5,Default,17.0,0.0,0.0
L58C8R256S11W T480s,Default,0.0,0.0,0.0
L58C8R512S Dell,Default,0.0,0.0,0.0
L58C8R512S Dell,Gaming PC & Laptops,8.0,0.0,0.0
L58C8R512S HP,Default,0.0,0.0,0.0
L58C8R512S HP,Gaming PC & Laptops,8.0,0.0,0.0
L58C8R512S Lenovo,Default,0.0,0.0,0.0
L58C8R512S Lenovo,Gaming PC & Laptops,8.0,0.0,0.0
L59C12D,Default,0.0,0.0,0.0
L59C12DFB,Default,0.0,0.0,0.0
L59C12DFD,Default,0.0,0.0,0.0
L59C12DFK,Default,0.0,0.0,0.0
L59C12DFL,Default,0.0,0.0,0.0
L59C13D,Default,0.0,0.0,0.0
L59C13DFB,Default,0.0,0.0,0.0
L59C13DFD,Default,0.0,0.0,0.0
L59C13DFK,Default,0.0,0.0,0.0
L59C13DFL,Default,0.0,0.0,0.0
L59C14D,Default,0.0,0.0,0.0
L59C14D8R256S 5401,Default,1.0,90.36,90.36
L59C14D8R256S 5401-B,Default,0.0,0.0,90.355
L59C14D8R256S 5401-C,Default,0.0,0.0,90.355
L59C14D8R256S 5401-D,Default,0.0,0.0,0.0
L59C14D8R256S 5401-E,Default,0.0,0.0,0.0
L59C14D8R256S 5401-UF,Default,0.0,0.0,65.0
L59C14D8R256S 5401-Ungraded,Default,0.0,0.0,90.355
L59C14D8R512S 5401,Default,0.0,0.0,106.295
L59C14D8R512S 5401-B,Default,0.0,0.0,106.295
L59C14D8R512S 5401-C,Default,0.0,0.0,106.295
L59C14D8R512S 5401-D,Default,0.0,0.0,0.0
L59C14D8R512S 5401-E,Default,0.0,0.0,0.0
L59C14D8R512S 5401-UF,Default,0.0,0.0,117.3802143
L59C14D8R512S 5401-Ungraded,Default,0.0,0.0,106.295
L59C14DFB,Default,0.0,0.0,0.0
L59C14DFD,Default,0.0,0.0,0.0
L59C14DFK,Default,0.0,0.0,0.0
L59C14DFL,Default,0.0,0.0,0.0
L59C15D,Default,0.0,0.0,0.0
L59C15D16R256S 5501,Default,0.0,0.0,124.867328
L59C15D16R256S 5501,PIR,1.0,124.87,124.87
L59C15D16R256S 5501-B,Default,0.0,0.0,90.0
L59C15D16R256S 5501-C,Default,0.0,0.0,90.0
L59C15D16R256S 5501-D,Default,0.0,0.0,0.0
L59C15D16R256S 5501-E,Default,0.0,0.0,0.0
L59C15D16R256S 5501-UF,Default,0.0,0.0,84.71
L59C15D16R256S 5501-Ungraded,Default,0.0,0.0,90.0
L59C15D16R512S 5501,Default,0.0,0.0,108.27
L59C15D16R512S 5501-B,Default,0.0,0.0,108.27
L59C15D16R512S 5501-C,Default,0.0,0.0,108.27
L59C15D16R512S 5501-D,Default,0.0,0.0,0.0
L59C15D16R512S 5501-E,Default,0.0,0.0,0.0
L59C15D16R512S 5501-UF,Default,0.0,0.0,0.0
L59C15D16R512S 5501-Ungraded,Default,0.0,0.0,108.27
L59C15DFB,Default,0.0,0.0,0.0
L59C15DFD,Default,0.0,0.0,0.0
L59C15DFK,Default,0.0,0.0,0.0
L59C15DFL,Default,0.0,0.0,0.0
L59C16D,Default,0.0,0.0,0.0
L59C16DFB,Default,0.0,0.0,0.0
L59C16DFD,Default,0.0,0.0,0.0
L59C16DFK,Default,0.0,0.0,0.0
L59C16DFL,Default,0.0,0.0,0.0
L59C17D,Default,0.0,0.0,0.0
L59C17DFB,Default,0.0,0.0,0.0
L59C17DFD,Default,0.0,0.0,0.0
L59C17DFK,Default,0.0,0.0,0.0
L59C17DFL,Default,0.0,0.0,0.0
L59C18D,Default,0.0,0.0,0.0
L59C18DFB,Default,0.0,0.0,0.0
L59C18DFD,Default,0.0,0.0,0.0
L59C18DFK,Default,0.0,0.0,0.0
L59C18DFL,Default,0.0,0.0,0.0
L59C19D,Default,0.0,0.0,0.0
L59C19DFB,Default,0.0,0.0,0.0
L59C19DFD,Default,0.0,0.0,0.0
L59C19DFK,Default,0.0,0.0,0.0
L59C19DFL,Default,0.0,0.0,0.0
L59C20D,Default,0.0,0.0,0.0
L59C20DFB,Default,0.0,0.0,0.0
L59C20DFD,Default,0.0,0.0,0.0
L59C20DFK,Default,0.0,0.0,0.0
L59C20DFL,Default,0.0,0.0,0.0
L5C13D8R256S 7370,Default,0.0,0.0,64.8401
L5C13D8R256S 7370-B,Default,0.0,0.0,64.8401
L5C13D8R256S 7370-C,Default,0.0,0.0,64.8401
L5C13D8R256S 7370-D,Default,0.0,0.0,0.0
L5C13D8R256S 7370-E,Default,0.0,0.0,0.0
L5C13D8R256S 7370-UF,Default,0.0,0.0,64.8401
L5C13D8R256S 7370-UF,Sharjah Warehouse1,1.0,64.84,64.84
L5C13D8R256S 7370-Ungraded,Default,0.0,0.0,64.8401
L5C14D T460,Default,0.0,0.0,33.0
L5C14D8R256S 840g5,Default,0.0,0.0,0.0
L5C14D8R256S 840g5-B,Default,0.0,0.0,0.0
L5C14D8R256S 840g5-C,Default,0.0,0.0,0.0
L5C14D8R256S 840g5-D,Default,0.0,0.0,0.0
L5C14D8R256S 840g5-E,Default,0.0,0.0,0.0
L5C14D8R256S 840g5-UF,Default,0.0,0.0,0.0
L5C14D8R256S 840g5-Ungraded,Default,0.0,0.0,0.0
L5C15D8R256S E585,Default,0.0,0.0,68.996256
L5C15D8R256S E585-B,Default,0.0,0.0,68.996256
L5C15D8R256S E585-C,Default,0.0,0.0,68.996256
L5C15D8R256S E585-D,Default,0.0,0.0,0.0
L5C15D8R256S E585-E,Default,0.0,0.0,0.0
L5C15D8R256S E585-UF,Default,0.0,0.0,68.996256
L5C15D8R256S E585-UF,Sharjah Warehouse1,1.0,69.0,69.0
L5C15D8R256S E585-Ungraded,Default,0.0,0.0,68.996256
L710C12D,Default,0.0,0.0,0.0
L710C12D1T16G SURFACE PRO 7,Default,0.0,0.0,169.03
L710C12D256G16G SURFACE PRO 7,Default,0.0,0.0,0.0
L710C12DFB,Default,0.0,0.0,0.0
L710C12DFD,Default,0.0,0.0,0.0
L710C12DFK,Default,0.0,0.0,0.0
L710C12DFL,Default,0.0,0.0,0.0
L710C13D,Default,0.0,0.0,0.0
L710C13D250G16G MACBOOK A2179,Default,0.0,0.0,295.8
L710C13D32R512S 5310,Default,1.0,80.0,80.0
L710C13D500G16G MACBOOK A2251,Default,0.0,0.0,250.0
L710C13DFB,Default,0.0,0.0,0.0
L710C13DFD,Default,0.0,0.0,0.0
L710C13DFDHP,Default,0.0,0.0,0.0
L710C13DFK,Default,0.0,0.0,0.0
L710C13DFL,Default,0.0,0.0,0.0
L710C13DHP,Default,0.0,0.0,55.0
L710C14D,Default,0.0,0.0,0.0
L710C14D16R256S 5410,Default,4.0,373.13,93.2825
L710C14D16R256S 5410-B,Default,1.0,116.62,116.62
L710C14D16R256S 5410-B,Sharjah Warehouse1,0.0,0.0,90.0
L710C14D16R256S 5410-C,Default,1.0,90.0,90.0
L710C14D16R256S 5410-D,Default,0.0,0.0,0.0
L710C14D16R256S 5410-E,Default,0.0,0.0,0.0
L710C14D16R256S 5410-UF,Default,0.0,0.0,65.0
L710C14D16R256S 5410-Ungraded,Default,0.0,0.0,116.62
L710C14D16R256S 7410,Default,0.0,0.0,106.33
L710C14D16R256S 7410-B,Default,0.0,0.0,106.33
L710C14D16R256S 7410-C,Default,0.0,0.0,106.33
L710C14D16R256S 7410-D,Default,0.0,0.0,0.0
L710C14D16R256S 7410-E,Default,0.0,0.0,0.0
L710C14D16R256S 7410-UF,Default,0.0,0.0,0.0
L710C14D16R256S 7410-Ungraded,Default,0.0,0.0,106.33
L710C14D16R256S E14,Default,1.0,137.99,137.99
L710C14D16R256S E14-B,Default,0.0,0.0,137.992619
L710C14D16R256S E14-C,Default,0.0,0.0,137.992619
L710C14D16R256S E14-D,Default,0.0,0.0,0.0
L710C14D16R256S E14-E,Default,0.0,0.0,0.0
L710C14D16R256S E14-UF,Default,0.0,0.0,136.7462143
L710C14D16R256S E14-Ungraded,Default,0.0,0.0,137.992619
L710C14D16R512S 5410,Default,3.0,247.5,82.5
L710C14D16R512S 5410,Sharjah Warehouse1,0.0,0.0,95.0
L710C14D16R512S 5410-B,Default,1.0,116.6202143,116.6202143
L710C14D16R512S 5410-B,Sharjah Warehouse1,0.0,0.0,90.0
L710C14D16R512S 5410-C,Default,0.0,0.0,116.6202143
L710C14D16R512S 5410-D,Default,0.0,0.0,0.0
L710C14D16R512S 5410-E,Default,0.0,0.0,0.0
L710C14D16R512S 5410-UF,Default,0.0,0.0,116.6202143
L710C14D16R512S 5410-Ungraded,Default,0.0,0.0,116.6202143
L710C14D16R512S 7310,Default,1.0,95.0,95.0
L710C14D16R512S 7410,Default,1.0,119.644464,119.644464
L710C14D16R512S 7410-B,Default,0.0,0.0,119.644464
L710C14D16R512S 7410-C,Default,0.0,0.0,119.644464
L710C14D16R512S 7410-D,Default,0.0,0.0,0.0
L710C14D16R512S 7410-E,Default,0.0,0.0,0.0
L710C14D16R512S 7410-UF,Default,0.0,0.0,0.0
L710C14D16R512S 7410-Ungraded,Default,0.0,0.0,119.644464
L710C14D16R512S 840G7,Default,0.0,0.0,105.1707
L710C14D16R512S 840G7,PIR,0.0,0.0,183.426405
L710C14D16R512S 840G7-B,Default,0.0,0.0,130.0
L710C14D16R512S 840G7-C,Default,1.0,130.0,130.0
L710C14D16R512S 840G7-D,Default,0.0,0.0,0.0
L710C14D16R512S 840G7-E,Default,0.0,0.0,0.0
L710C14D16R512S 840G7-UF,Default,0.0,0.0,0.0
L710C14D16R512S 840G7-Ungraded,Default,0.0,0.0,130.0
L710C14D16R512S11W 5410,Default,1.0,0.0,116.6202143
L710C14D32R512S 1040G7,Default,0.0,0.0,210.0
L710C14D32R512S 1040G7,Sharjah Warehouse1,7.0,1470.0,210.0
L710C14D32R512S 1040G7-B,Default,0.0,0.0,210.0
L710C14D32R512S 1040G7-C,Default,0.0,0.0,210.0
L710C14D32R512S 1040G7-D,Default,0.0,0.0,0.0
L710C14D32R512S 1040G7-E,Default,0.0,0.0,0.0
L710C14D32R512S 1040G7-UF,Default,0.0,0.0,0.0
L710C14D32R512S 1040G7-Ungraded,Default,0.0,0.0,210.0
L710C14D32R512S 7410,Default,0.0,0.0,0.0
L710C14DFB,Default,0.0,0.0,0.0
L710C14DFD,Default,0.0,0.0,0.0
L710C14DFK,Default,0.0,0.0,0.0
L710C14DFL,Default,0.0,0.0,0.0
L710C14DHP,Default,0.0,0.0,55.0
L710C15D,Default,0.0,0.0,0.0
L710C15DFB,Default,0.0,0.0,0.0
L710C15DFD,Default,0.0,0.0,0.0
L710C15DFK,Default,0.0,0.0,0.0
L710C15DFL,Default,0.0,0.0,0.0
L710C16D,Default,0.0,0.0,0.0
L710C16DFB,Default,0.0,0.0,0.0
L710C16DFD,Default,0.0,0.0,0.0
L710C16DFK,Default,0.0,0.0,0.0
L710C16DFL,Default,0.0,0.0,0.0
L710C17D,Default,0.0,0.0,0.0
L710C17D16R512S 7750,Default,1.0,90.0,90.0
L710C17DFB,Default,0.0,0.0,0.0
L710C17DFD,Default,0.0,0.0,0.0
L710C17DFK,Default,0.0,0.0,0.0
L710C17DFL,Default,0.0,0.0,0.0
L710C18D,Default,0.0,0.0,0.0
L710C18DFB,Default,0.0,0.0,0.0
L710C18DFD,Default,0.0,0.0,0.0
L710C18DFK,Default,0.0,0.0,0.0
L710C18DFL,Default,0.0,0.0,0.0
L710C19D,Default,0.0,0.0,0.0
L710C19DFB,Default,0.0,0.0,0.0
L710C19DFD,Default,0.0,0.0,0.0
L710C19DFK,Default,0.0,0.0,0.0
L710C19DFL,Default,0.0,0.0,0.0
L710C20D,Default,0.0,0.0,0.0
L710C20DFB,Default,0.0,0.0,0.0
L710C20DFD,Default,0.0,0.0,0.0
L710C20DFK,Default,0.0,0.0,0.0
L710C20DFL,Default,0.0,0.0,0.0
L711C12D,Default,0.0,0.0,0.0
L711C12DFB,Default,0.0,0.0,0.0
L711C12DFD,Default,0.0,0.0,0.0
L711C12DFK,Default,0.0,0.0,0.0
L711C12DFL,Default,0.0,0.0,0.0
L711C13D,Default,0.0,0.0,0.0
L711C13D16R512S 13-7306,Default,0.0,0.0,128.4188054
L711C13D16R512S 13-7306-B,Default,0.0,0.0,128.4188054
L711C13D16R512S 13-7306-C,Default,0.0,0.0,128.4188054
L711C13D16R512S 13-7306-D,Default,0.0,0.0,0.0
L711C13D16R512S 13-7306-E,Default,0.0,0.0,0.0
L711C13D16R512S 13-7306-UF,Default,0.0,0.0,0.0
L711C13D16R512S 13-7306-Ungraded,Default,0.0,0.0,128.4188054
L711C13D16R512S 7420,Default,0.0,0.0,98.0
L711C13D16R512S 830G8,Default,0.0,0.0,0.0
L711C13D16R512S x1carbon,Default,0.0,0.0,0.0
L711C13D8R256S inspiron 7306,Default,0.0,0.0,129.4403902
L711C13D8R256S inspiron 7306-B,Default,0.0,0.0,129.4403902
L711C13D8R256S inspiron 7306-C,Default,0.0,0.0,129.4403902
L711C13D8R256S inspiron 7306-D,Default,0.0,0.0,0.0
L711C13D8R256S inspiron 7306-E,Default,0.0,0.0,0.0
L711C13D8R256S inspiron 7306-UF,Default,0.0,0.0,0.0
L711C13D8R256S inspiron 7306-Ungraded,Default,0.0,0.0,129.4403902
L711C13DFB,Default,0.0,0.0,0.0
L711C13DFD,Default,0.0,0.0,0.0
L711C13DFK,Default,0.0,0.0,0.0
L711C13DFL,Default,0.0,0.0,0.0
L711C14D,Default,0.0,0.0,0.0
L711C14D16R1TBS 5420,Default,0.0,0.0,172.7852143
L711C14D16R1TBS 5420-B,Default,0.0,0.0,172.7852143
L711C14D16R1TBS 5420-C,Default,0.0,0.0,172.7852143
L711C14D16R1TBS 5420-D,Default,0.0,0.0,0.0
L711C14D16R1TBS 5420-E,Default,0.0,0.0,0.0
L711C14D16R1TBS 5420-UF,Default,0.0,0.0,0.0
L711C14D16R1TBS 5420-Ungraded,Default,0.0,0.0,172.7852143
L711C14D16R512S 5420,Default,1.0,90.0,90.0
L711C14D16R512S 5420-B,Default,1.0,133.01,133.01
L711C14D16R512S 5420-B,Sharjah Warehouse1,0.0,0.0,90.0
L711C14D16R512S 5420-C,Default,0.0,0.0,133.01
L711C14D16R512S 5420-C,Sharjah Warehouse1,0.0,0.0,90.0
L711C14D16R512S 5420-D,Default,0.0,0.0,0.0
L711C14D16R512S 5420-E,Default,0.0,0.0,0.0
L711C14D16R512S 5420-UF,Default,0.0,0.0,160.23
L711C14D16R512S 5420-UF,Sharjah Warehouse1,1.0,65.0,65.0
L711C14D16R512S 5420-Ungraded,Default,0.0,0.0,133.01
L711C14D16R512S 640G8,Default,0.0,0.0,125.0
L711C14D16R512S 7420,Default,1.0,90.0,90.0
L711C14D16R512S 7420-B,Default,0.0,0.0,98.0
L711C14D16R512S 7420-B,Sharjah Warehouse1,0.0,0.0,90.0
L711C14D16R512S 7420-C,Default,0.0,0.0,104.07
L711C14D16R512S 7420-D,Default,0.0,0.0,0.0
L711C14D16R512S 7420-E,Default,0.0,0.0,0.0
L711C14D16R512S 7420-UF,Default,0.0,0.0,0.0
L711C14D16R512S 7420-Ungraded,Default,0.0,0.0,104.07
L711C14D16R512S 840G8,Default,3.0,420.0,140.0
L711C14D16R512S 840G8-B,Default,0.0,0.0,150.0
L711C14D16R512S 840G8-C,Default,0.0,0.0,150.0
L711C14D16R512S11W 5420,Default,0.0,0.0,160.23
L711C14D32R256S T14,Default,0.0,0.0,106.59
L711C14D32R256S T14-B,Default,0.0,0.0,106.59
L711C14D32R256S T14-C,Default,0.0,0.0,106.59
L711C14D32R256S T14-D,Default,0.0,0.0,0.0
L711C14D32R256S T14-E,Default,0.0,0.0,0.0
L711C14D32R256S T14-UF,Default,0.0,0.0,0.0
L711C14D32R256S T14-Ungraded,Default,0.0,0.0,106.59
L711C14D32R512S 1040G8,Default,0.0,0.0,240.0
L711C14D32R512S 1040G8,Sharjah Warehouse1,14.0,3360.0,240.0
L711C14D32R512S 1040G8-B,Default,0.0,0.0,240.0
L711C14D32R512S 1040G8-C,Default,0.0,0.0,240.0
L711C14D32R512S 1040G8-D,Default,0.0,0.0,0.0
L711C14D32R512S 1040G8-E,Default,0.0,0.0,0.0
L711C14D32R512S 1040G8-UF,Default,0.0,0.0,0.0
L711C14D32R512S 1040G8-Ungraded,Default,0.0,0.0,240.0
L711C14DFB,Default,0.0,0.0,0.0
L711C14DFD,Default,0.0,0.0,0.0
L711C14DFK,Default,0.0,0.0,0.0
L711C14DFL,Default,0.0,0.0,0.0
L711C15D,Default,0.0,0.0,0.0
L711C15D16R512S 3561,Default,0.0,0.0,108.48
L711C15D16R512S 3561-B,Default,0.0,0.0,108.48
L711C15D16R512S 3561-C,Default,0.0,0.0,108.48
L711C15D16R512S 3561-C,UK Shop,1.0,108.48,108.48
L711C15D16R512S 3561-D,Default,0.0,0.0,0.0
L711C15D16R512S 3561-E,Default,0.0,0.0,0.0
L711C15D16R512S 3561-UF,Default,0.0,0.0,0.0
L711C15D16R512S 3561-Ungraded,Default,0.0,0.0,108.48
L711C15DFB,Default,0.0,0.0,0.0
L711C15DFD,Default,0.0,0.0,0.0
L711C15DFK,Default,0.0,0.0,0.0
L711C15DFL,Default,0.0,0.0,0.0
L711C16D,Default,0.0,0.0,0.0
L711C16DFB,Default,0.0,0.0,0.0
L711C16DFD,Default,0.0,0.0,0.0
L711C16DFK,Default,0.0,0.0,0.0
L711C16DFL,Default,0.0,0.0,0.0
L711C16R512S11W 13-7306,Default,0.0,0.0,0.0
L711C17D,Default,0.0,0.0,0.0
L711C17DFB,Default,0.0,0.0,0.0
L711C17DFD,Default,0.0,0.0,0.0
L711C17DFK,Default,0.0,0.0,0.0
L711C17DFL,Default,0.0,0.0,0.0
L711C18D,Default,0.0,0.0,0.0
L711C18DFB,Default,0.0,0.0,0.0
L711C18DFD,Default,0.0,0.0,0.0
L711C18DFK,Default,0.0,0.0,0.0
L711C18DFL,Default,0.0,0.0,0.0
L711C19D,Default,0.0,0.0,0.0
L711C19DFB,Default,0.0,0.0,0.0
L711C19DFD,Default,0.0,0.0,0.0
L711C19DFK,Default,0.0,0.0,0.0
L711C19DFL,Default,0.0,0.0,0.0
L711C20D,Default,0.0,0.0,0.0
L711C20DFB,Default,0.0,0.0,0.0
L711C20DFD,Default,0.0,0.0,0.0
L711C20DFK,Default,0.0,0.0,0.0
L711C20DFL,Default,0.0,0.0,0.0
L712C12D,Default,0.0,0.0,0.0
L712C12DFB,Default,0.0,0.0,0.0
L712C12DFD,Default,0.0,0.0,0.0
L712C12DFK,Default,0.0,0.0,0.0
L712C12DFL,Default,0.0,0.0,0.0
L712C13D,Default,0.0,0.0,0.0
L712C13DFB,Default,0.0,0.0,0.0
L712C13DFD,Default,0.0,0.0,0.0
L712C13DFK,Default,0.0,0.0,0.0
L712C13DFL,Default,0.0,0.0,0.0
L712C14D,Default,0.0,0.0,0.0
L712C14D16R512S 5430,Default,0.0,0.0,107.4
L712C14D16R512S 5430-B,Default,0.0,0.0,107.4
L712C14D16R512S 5430-C,Default,0.0,0.0,107.4
L712C14D16R512S 5430-C,UK Shop,1.0,107.4,107.4
L712C14D16R512S 5430-D,Default,0.0,0.0,0.0
L712C14D16R512S 5430-E,Default,0.0,0.0,0.0
L712C14D16R512S 5430-UF,Default,0.0,0.0,0.0
L712C14D16R512S 5430-Ungraded,Default,0.0,0.0,107.4
L712C14D16R512S 640G9,Default,1.0,0.0,0.0
L712C14DFB,Default,0.0,0.0,0.0
L712C14DFD,Default,0.0,0.0,0.0
L712C14DFK,Default,0.0,0.0,0.0
L712C14DFL,Default,0.0,0.0,0.0
L712C15D,Default,0.0,0.0,0.0
L712C15DFB,Default,0.0,0.0,0.0
L712C15DFD,Default,0.0,0.0,0.0
L712C15DFK,Default,0.0,0.0,0.0
L712C15DFL,Default,0.0,0.0,0.0
L712C16D,Default,0.0,0.0,0.0
