ItemNumber,ItemTitle,ChangeSource,Location,StockChangeDateTime,ChangeQTY,ChangeValue
"Mixed-Server","Mixed working Servers for processing","SCRAPPED BY kris@drmem.com","Default","12/05/2025 22:22:48","-7","-144.8708779154"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Stock received from transfer WT73706012025104352. Username : 1273297632@qq.com","China-Shenzhen Office-450","13/05/2025 02:16:29","1221","4202.59619785617"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Adjust Stock Item Due Level Username : 1273297632@qq.com","China-Shenzhen Office-450","13/05/2025 02:16:29","0","0"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Stock received from transfer WT14013032025150208. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:35:29","3965","17185.0114540144"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:35:29","0","0"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Stock received from transfer WT81703042025151717. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:39:42","2392","8267.5029420918"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:39:42","0","0"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Stock received from transfer WT33102052025140340. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:40:28","2080","6542.29657933822"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:40:28","0","0"
"HX1.92TSSDSATA3-UF","1.92TB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:52","3","2.021904"
"HX1.92TSSDSATA3-UF","1.92TB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:52","0","0"
"HX100GSSDSATA3-UF","100GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:53","3","0"
"HX100GSSDSATA3-UF","100GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:53","0","0"
"HX115GSSDSATA3-UF","115GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:54","2","0"
"HX115GSSDSATA3-UF","115GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:54","0","0"
"HX120GSSDSATA3-UF","120GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:56","107","57.9676594856143"
"HX120GSSDSATA3-UF","120GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:56","0","0"
"HX128GSSDM2PCIE-UF","128GB SSD M2 PCIE  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:58","4","0.626268212829883"
"HX128GSSDM2PCIE-UF","128GB SSD M2 PCIE  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:44:58","0","0"
"HX128GSSDM2-UF","128GB SSD M2  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:01","81","7.73831349718547"
"HX128GSSDM2-UF","128GB SSD M2  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:01","0","0"
"HX128GSSDSATA3-UF","128GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:03","94","12.5187482537882"
"HX128GSSDSATA3-UF","128GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:03","0","0"
"HX160GSSDSATA3-UF","160GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:05","6","3.7013568"
"HX160GSSDSATA3-UF","160GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:05","0","0"
"HX180GSSDM2-UF","180GB SSD M2  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:07","5","1.50561064992151"
"HX180GSSDM2-UF","180GB SSD M2  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:07","0","0"
"HX180GSSDSATA3-UF","180GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:09","53","0"
"HX180GSSDSATA3-UF","180GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:09","0","0"
"HX1TSSDM2-UF","1TB SSD M2  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:10","3","0"
"HX1TSSDM2-UF","1TB SSD M2  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:10","0","0"
"HX1TSSDSATA3-UF","1TB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:12","39","2.5729132"
"HX1TSSDSATA3-UF","1TB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:12","0","0"
"HX200GSSDSATA3-UF","200GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:14","1","0.107305375"
"HX200GSSDSATA3-UF","200GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:14","0","0"
"HX240GSSDSATA3-UF","240GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:18","109","9.26910063862415"
"HX240GSSDSATA3-UF","240GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:18","0","0"
"HX256GSSDM2PCIE-UF","256GB SSD M2 PCIE  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:20","297","112.325869200219"
"HX256GSSDM2PCIE-UF","256GB SSD M2 PCIE  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:20","0","0"
"HX256GSSDM2-UF","256GB SSD M2  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:22","231","149.594172770375"
"HX256GSSDM2-UF","256GB SSD M2  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:22","0","0"
"HX256GSSDSATA3-UF","256GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:26","52","12.5679824559025"
"HX256GSSDSATA3-UF","256GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:26","0","0"
"HX275GSSDSATA3-UF","275GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:26","1","0.34375"
"HX275GSSDSATA3-UF","275GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:26","0","0"
"HX2TSSDSATA3-UF","2TB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:28","3","6.2173785"
"HX2TSSDSATA3-UF","2TB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:28","0","0"
"HX32GSSDSATA3-UF","32GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:33","2","0"
"HX300GSSDSATA3-UF","300GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:33","1","0"
"HX32GSSDSATA3-UF","32GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:33","0","0"
"HX300GSSDSATA3-UF","300GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:33","0","0"
"HX40GSSDSATA3-UF","40GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:34","1","0"
"HX40GSSDSATA3-UF","40GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:34","0","0"
"HX480GSSDM2-UF","480GB SSD M2  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:38","20","0"
"HX480GSSDM2-UF","480GB SSD M2  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:38","0","0"
"HX480GSSDSATA3-UF","480GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:40","18","12.6675383321739"
"HX480GSSDSATA3-UF","480GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:40","0","0"
"HX500GSSDSATA3-UF","500GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:41","14","2.90551837275542"
"HX500GSSDSATA3-UF","500GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:41","0","0"
"HX50GSSDSATA3-UF","50GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:43","3","0"
"HX50GSSDSATA3-UF","50GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:43","0","0"
"HX512GSSDM2PCIE-UF","512GB SSD M2 PCIE  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:45","56","37.5503875968992"
"HX512GSSDM2PCIE-UF","512GB SSD M2 PCIE  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:45","0","0"
"HX512GSSDSATA3-UF","512GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:47","66","5.50700128522606"
"HX512GSSDSATA3-UF","512GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:47","0","0"
"HX60GSSDSATA3-UF","60GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:48","1","0"
"HX60GSSDSATA3-UF","60GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:48","0","0"
"HX64GSSDSATA3-UF","64GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:52","12","1.65"
"HX64GSSDSATA3-UF","64GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:52","0","0"
"HX80GSSDSATA3-UF","80GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:52","12","0"
"HX80GSSDSATA3-UF","80GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:52","0","0"
"HX960GSSDSATA3-UF","960GB SSDSATA3  USED FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:57","15","14.827296"
"HX960GSSDSATA3-UF","960GB SSDSATA3  USED FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:57","0","0"
"HX250GSSDSATA3-UF","250GB SSD FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:59","29","5.91479247408585"
"HX250GSSDSATA3-UF","250GB SSD FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:45:59","0","0"
"HX525GSSDSATA3-UF","525GB SSD FAULTY","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:46:00","1","1.68492"
"HX525GSSDSATA3-UF","525GB SSD FAULTY","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:46:00","0","0"
"HX360GSSDSATA3-UF","FAULTY 360GB SATA SSD","Stock received from transfer WT32611022025145355. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:46:02","1","0"
"HX360GSSDSATA3-UF","FAULTY 360GB SATA SSD","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:46:02","0","0"
"Scrap-SSD","Scrap SSD (Per GB)","Stock received from transfer WT73012052025100926. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:46:59","223025","2230.25"
"Scrap-SSD","Scrap SSD (Per GB)","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:46:59","0","0"
"E-SAL-LAP","GRADE E LAPTOPS  6TH+ GEN INCOMPLETE","Stock received from transfer WT73012052025100926. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:46:59","9","85.1385309773497"
"E-SAL-LAP","GRADE E LAPTOPS  6TH+ GEN INCOMPLETE","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:46:59","0","0"
"Scrap-Wifi","Laptops wifi cards (KG)","Stock received from transfer WT73012052025100926. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:47:01","20","2000"
"Scrap-Wifi","Laptops wifi cards (KG)","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:47:01","0","0"
"Scrap-Cpu-LP","Laptop scrap cpu (KG)","Stock received from transfer WT73012052025100926. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:47:02","80","640"
"Scrap-Cpu-LP","Laptop scrap cpu (KG)","Adjust Stock Item Due Level Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:47:02","0","0"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Added to transfer WT57213052025024907. Username : 1273297632@qq.com","Hong Kong","13/05/2025 02:50:02","-3965","-15036.082199554"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Adjust Stock Item Due Level Username : 1273297632@qq.com","China-Shenzhen Office-450","13/05/2025 02:50:02","0","0"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Stock received from transfer WT57213052025024907. Username : 1273297632@qq.com","China-Shenzhen Office-450","13/05/2025 02:52:06","3965","15036.082199554"
"BGA- Bridge Chipset-RAW","BGA-Bridge Chipset-RAW","Adjust Stock Item Due Level Username : 1273297632@qq.com","China-Shenzhen Office-450","13/05/2025 02:52:06","0","0"
"SCRAP-Mixed-Low-Grade-Board","SCRAP Mixed Low Grade Board (KG)","PO PO-4748 modified, unitcost readjusted UserName: tier1@drmem.com","Default","13/05/2025 07:20:08","0","2.00000000000033"
"SCRAP-Mixed-Low-Grade-Board","SCRAP Mixed Low Grade Board (KG)","PO PO-4748 modified, unitcost readjusted UserName: tier1@drmem.com","Default","13/05/2025 07:20:37","0","-2"
"HA32TB","2TB 3.5"" SATA HDD","Order 579771 ref: D0905250448","Default","13/05/2025 07:44:36","-50","-566.726521722684"
"DPD-UK","DPD ExpressPak - Next Day for 404369","Order 579771 ref: D0905250448","Default","13/05/2025 07:44:36","-1","0"
"HA32TB","2TB 3.5"" SATA HDD","Order 579987 ref: D0905250448","Default","13/05/2025 07:44:36","-50","-566.726521722684"
"DPD-UK","DPD ExpressPak - Next Day for 404369","Order 579987 ref: D0905250448","Default","13/05/2025 07:44:36","-1","0"
"AXX10GBNIAIOM","Intel 82599 Dual Port SFP+ 10Gbps I/O Module AXX10GBNIAIOM DAS6GPC16B0","Order 580015 ref: 25-13050-89335","Default","13/05/2025 07:45:19","-1","-0.01"
"Dell3060MT","Dell 3060 Mini Tower","OPENING STOCK","Default","13/05/2025 07:45:50","0","0"
"Dell7000SFF","Dell 7000 SFF","OPENING STOCK","Default","13/05/2025 07:47:27","0","0"
"HP600G6MT","HP 600G6 Mini Tower","OPENING STOCK","Default","13/05/2025 07:50:03","0","0"
"Dell7070Mini","Dell 7070 Mini","OPENING STOCK","Default","13/05/2025 07:51:40","0","0"
"LenovoP340Mini","Lenovo P340 MINI","OPENING STOCK","Default","13/05/2025 07:52:56","0","0"
"DELL5050SFF","Dell 5050 SFF","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:22","0","0"
"LENOVOM700SFF","Lenovo M700 SFF","PO PO-4688-3 to OPEN. Due 2 UserName: account@drmem.com","Default","13/05/2025 07:53:22","0","0"
"HP600G6MT","HP 600G6 Mini Tower","PO PO-4688-3 to OPEN. Due 3 UserName: account@drmem.com","Default","13/05/2025 07:53:22","0","0"
"HP290G3MT","HP290G3MT","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:22","0","0"
"LenovoM710SSFF","Lenovo M710S SFF","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:22","0","0"
"LENOVOP320MINI","LENOVO P320 MINI","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:22","0","0"
"HP800G4TWR","HP 800G4 TWR","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"DELL7060SFF","Dell 7060 SFF","PO PO-4688-3 to OPEN. Due 4 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"Dell3046MT","Dell3046MT","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"HP600G3SFF","HP 600G3 SFF","PO PO-4688-3 to OPEN. Due 5 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"DELL3070SFF","DELL 3070 SFF","PO PO-4688-3 to OPEN. Due 2 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"DELL5040SFF","Dell 5040 SFF","PO PO-4688-3 to OPEN. Due 3 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"DELL7050SFF","DELL 7050 SFF","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"Dell3060MT","Dell 3060 Mini Tower","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"Dell3040MT","Dell 3040 Mini Tower","PO PO-4688-3 to OPEN. Due 11 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"Dell3420TWR","Dell 3420 TWR","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"Dell7000SFF","Dell 7000 SFF","PO PO-4688-3 to OPEN. Due 2 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"DELL7090SFF","DELL 7090 SFF","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"LenovoP340Mini","Lenovo P340 MINI","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"HP600G2SFF","HP 600G2 SFF","PO PO-4688-3 to OPEN. Due 2 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"DELL3060SFF","Dell 3060 SFF","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"Dell7070Mini","Dell 7070 Mini","PO PO-4688-3 to OPEN. Due 14 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"DellVostroSFF","Dell Vostro SFF","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"LENOVOP330MINI","LENOVO P330 MINI","PO PO-4688-3 to OPEN. Due 1 UserName: account@drmem.com","Default","13/05/2025 07:53:23","0","0"
"DELL3060SFF","Dell 3060 SFF","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:29","1","3.5"
"DELL3070SFF","DELL 3070 SFF","PO PO-4688-3 delivered 2 account@drmem.com","Default","13/05/2025 07:53:30","2","7"
"DELL5040SFF","Dell 5040 SFF","PO PO-4688-3 delivered 3 account@drmem.com","Default","13/05/2025 07:53:30","3","10.5"
"Dell3420TWR","Dell 3420 TWR","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:30","1","6"
"LenovoM710SSFF","Lenovo M710S SFF","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:30","1","3.5"
"HP600G2SFF","HP 600G2 SFF","PO PO-4688-3 delivered 2 account@drmem.com","Default","13/05/2025 07:53:32","2","7"
"Dell3040MT","Dell 3040 Mini Tower","PO PO-4688-3 delivered 11 account@drmem.com","Default","13/05/2025 07:53:32","11","66"
"Dell3046MT","Dell3046MT","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:32","1","6"
"Dell3060MT","Dell 3060 Mini Tower","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:32","1","6"
"HP600G3SFF","HP 600G3 SFF","PO PO-4688-3 delivered 5 account@drmem.com","Default","13/05/2025 07:53:32","5","17.5"
"HP290G3MT","HP290G3MT","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:32","1","6"
"DELL7090SFF","DELL 7090 SFF","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:32","1","3.5"
"Dell7000SFF","Dell 7000 SFF","PO PO-4688-3 delivered 2 account@drmem.com","Default","13/05/2025 07:53:33","2","7"
"DELL7060SFF","Dell 7060 SFF","PO PO-4688-3 delivered 4 account@drmem.com","Default","13/05/2025 07:53:33","4","14"
"DELL5050SFF","Dell 5050 SFF","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:33","1","3.5"
"DELL7050SFF","DELL 7050 SFF","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:33","1","3.5"
"DellVostroSFF","Dell Vostro SFF","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:33","1","3.5"
"LENOVOM700SFF","Lenovo M700 SFF","PO PO-4688-3 delivered 2 account@drmem.com","Default","13/05/2025 07:53:33","2","7"
"HP800G4TWR","HP 800G4 TWR","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:33","1","6"
"HP600G6MT","HP 600G6 Mini Tower","PO PO-4688-3 delivered 3 account@drmem.com","Default","13/05/2025 07:53:33","3","18"
"Dell7070Mini","Dell 7070 Mini","PO PO-4688-3 delivered 14 account@drmem.com","Default","13/05/2025 07:53:34","14","14"
"LENOVOP320MINI","LENOVO P320 MINI","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:34","1","1"
"LENOVOP330MINI","LENOVO P330 MINI","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:34","1","1"
"LenovoP340Mini","Lenovo P340 MINI","PO PO-4688-3 delivered 1 account@drmem.com","Default","13/05/2025 07:53:34","1","1"
"misc","misc","PO PO-4753 to OPEN. Due 30 UserName: pybillchan@gmail.com","Default","13/05/2025 07:58:09","0","0"
"SCRAP-RAM-NONMETAL","Scrap Ram Non-Metal (Unshielded)","PO PO-4753 to OPEN. Due 955 UserName: pybillchan@gmail.com","Default","13/05/2025 07:58:09","0","0"
"SCRAP-RAM-NONMETAL","Scrap Ram Non-Metal (Unshielded)","PO PO-4753 delivered 23 pybillchan@gmail.com","Default","13/05/2025 07:58:16","23","1219"
